"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"19:29:30:147","3236630891330","1108.761","  26.023"," 2484"," 1200"," 2600"," 2492","  17.281","10441.371","2900.381","  12.337","7470.991","2075.275"," 74","0"," 66"," 74","   2.542","1708.800"," 474.667","  45.000","  650","  633"
"19:29:31:137","3238817137252","1109.751","  24.450"," 2477"," 1200"," 2600"," 2484","  16.213","10457.425","2904.840","  11.687","7482.563","2078.490"," 71","0"," 66"," 74","   2.488","1711.263"," 475.351","  45.000","  500","  500"
"19:29:32:128","3241005314138","1110.742","  23.232"," 2451"," 1200"," 2600"," 2459","  15.485","10472.771","2909.103","  10.935","7493.400","2081.500"," 70","0"," 66"," 73","   2.476","1713.717"," 476.032","  45.000","  600","  600"
"19:29:33:118","3243191472350","1111.732","  23.963"," 2464"," 1200"," 2600"," 2473","  15.575","10488.192","2913.387","  11.228","7504.517","2084.588"," 71","0"," 66"," 73","   2.462","1716.155"," 476.710","  45.000","    0","    0"
"19:29:34:108","3245377552714","1112.722","  28.383"," 2520"," 1200"," 2600"," 2527","  18.145","10506.157","2918.377","  13.295","7517.680","2088.244"," 72","0"," 65"," 77","   2.643","1718.771"," 477.436","  45.000","    0","    0"
"19:29:35:098","3247564006936","1113.712","  25.948"," 2475"," 1200"," 2600"," 2482","  16.722","10522.716","2922.977","  12.245","7529.805","2091.612"," 71","0"," 66"," 76","   2.542","1721.288"," 478.136","  45.000","  500","  500"
"19:29:36:089","3249750178008","1114.702","  24.694"," 2511"," 1200"," 2600"," 2518","  16.569","10539.120","2927.533","  11.939","7541.626","2094.896"," 70","0"," 66"," 73","   2.521","1723.784"," 478.829","  45.000","  550","  533"
"19:29:37:079","3251936053588","1115.692","  24.614"," 2494"," 1200"," 2600"," 2502","  16.044","10555.003","2931.945","  11.688","7553.197","2098.110"," 71","0"," 66"," 74","   2.474","1726.233"," 479.509","  45.000","  450","  433"
"19:29:38:069","3254122292088","1116.683","  24.744"," 2485"," 1200"," 2600"," 2492","  16.439","10571.281","2936.467","  11.783","7564.863","2101.351"," 71","0"," 66"," 74","   2.537","1728.745"," 480.207","  45.000","  500","  500"
"19:29:39:059","3256308903012","1117.673","  26.206"," 2482"," 1200"," 2600"," 2489","  16.818","10587.936","2941.093","  12.265","7577.009","2104.725"," 69","0"," 66"," 76","   2.571","1731.291"," 480.914","  45.000","  550","  533"
"19:29:40:050","3258496969908","1118.664","  24.835"," 2489"," 1200"," 2600"," 2497","  16.543","10604.329","2945.647","  11.802","7588.705","2107.974"," 69","0"," 66"," 74","   2.527","1733.796"," 481.610","  45.000","    0","    0"
"19:29:41:040","3260682926696","1119.654","  24.204"," 2471"," 1200"," 2600"," 2477","  16.003","10620.172","2950.048","  11.469","7600.059","2111.128"," 70","0"," 66"," 74","   2.474","1736.245"," 482.290","  45.000","  450","  433"
"19:29:42:031","3262871098048","1120.645","  23.995"," 2461"," 1200"," 2600"," 2469","  15.787","10635.818","2954.394","  11.320","7611.278","2114.244"," 71","0"," 66"," 74","   2.498","1738.721"," 482.978","  45.000","  500","  500"
"19:29:43:021","3265057679524","1121.635","  25.981"," 2491"," 1200"," 2600"," 2499","  16.821","10652.476","2959.021","  12.107","7623.267","2117.574"," 68","0"," 66"," 75","   2.538","1741.234"," 483.676","  45.000","  500","  500"
"19:29:44:012","3267244994494","1122.626","  28.508"," 2506"," 1200"," 2600"," 2513","  18.105","10670.411","2964.003","  13.434","7636.576","2121.271"," 73","0"," 66"," 76","   2.591","1743.801"," 484.389","  45.000","  550","  533"
"19:29:45:002","3269431266922","1123.616","  23.841"," 2448"," 1200"," 2600"," 2454","  15.527","10685.786","2968.274","  10.965","7647.433","2124.287"," 70","0"," 66"," 74","   2.513","1746.289"," 485.080","  45.000","    0","    0"
"19:29:45:993","3271619445762","1124.607","  27.813"," 2516"," 1200"," 2600"," 2523","  17.796","10703.422","2973.173","  13.349","7660.662","2127.962"," 71","0"," 66"," 76","   2.556","1748.823"," 485.784","  45.000","  550","  533"
"19:29:46:984","3273806580342","1125.598","  23.050"," 2451"," 1200"," 2600"," 2460","  15.348","10718.625","2977.396","  10.777","7671.337","2130.927"," 68","0"," 66"," 74","   2.459","1751.258"," 486.461","  45.000","  600","  600"
"19:29:47:974","3275994056184","1126.588","  24.385"," 2462"," 1200"," 2600"," 2469","  16.198","10734.672","2981.853","  11.506","7682.736","2134.093"," 71","0"," 66"," 74","   2.533","1753.768"," 487.158","  45.000","  500","  500"
"19:29:48:965","3278180145482","1127.578","  26.234"," 2512"," 1200"," 2600"," 2520","  17.037","10751.540","2986.539","  12.469","7695.081","2137.522"," 71","0"," 66"," 75","   2.549","1756.292"," 487.859","  45.000","    0","    0"
"19:29:49:955","3280366208764","1128.568","  27.514"," 2508"," 1200"," 2600"," 2515","  17.469","10768.835","2991.343","  12.917","7707.870","2141.075"," 72","0"," 66"," 77","   2.592","1758.859"," 488.572","  45.000","    0","    0"
"19:29:50:946","3282554451472","1129.560","  23.800"," 2449"," 1200"," 2600"," 2455","  15.870","10784.563","2995.712","  11.103","7718.873","2144.131"," 70","0"," 66"," 75","   2.487","1761.324"," 489.257","  45.000","  550","  533"
"19:29:51:936","3284740496620","1130.550","  28.553"," 2558"," 1200"," 2600"," 2565","  18.787","10803.163","3000.879","  13.988","7732.722","2147.978"," 72","0"," 66"," 76","   2.609","1763.907"," 489.974","  45.000","    0","    0"
"19:29:52:926","3286926905428","1131.540","  30.978"," 2532"," 1200"," 2600"," 2538","  19.155","10822.131","3006.147","  14.493","7747.073","2151.965"," 70","0"," 66"," 78","   2.651","1766.532"," 490.703","  45.000","  500","  500"
"19:29:53:916","3289113003578","1132.530","  24.804"," 2468"," 1200"," 2600"," 2477","  16.016","10837.988","3010.552","  11.600","7758.558","2155.155"," 73","0"," 66"," 76","   2.525","1769.032"," 491.398","  45.000","  500","  500"
"19:29:54:906","3291299052134","1133.520","  25.814"," 2476"," 1200"," 2600"," 2484","  16.606","10854.428","3015.119","  12.133","7770.571","2158.492"," 71","0"," 66"," 76","   2.568","1771.575"," 492.104","  45.000","  450","  433"
"19:29:55:897","3293487228856","1134.511","  25.376"," 2471"," 1200"," 2600"," 2479","  16.750","10871.028","3019.730","  12.025","7782.488","2161.802"," 71","0"," 66"," 75","   2.529","1774.081"," 492.800","  45.000","  550","  533"
"19:29:56:887","3295673556868","1135.501","  23.727"," 2452"," 1200"," 2600"," 2459","  15.633","10886.507","3024.030","  11.105","7793.485","2164.857"," 70","0"," 66"," 74","   2.460","1776.517"," 493.477","  45.000","  500","  500"
"19:29:57:877","3297859626280","1136.491","  27.357"," 2508"," 1200"," 2600"," 2514","  17.406","10903.740","3028.817","  12.862","7806.219","2168.394"," 73","0"," 66"," 77","   2.562","1779.054"," 494.182","  45.000","    0","    0"
"19:29:58:868","3300045954366","1137.482","  25.702"," 2491"," 1200"," 2600"," 2498","  16.860","10920.435","3033.454","  12.211","7818.310","2171.753"," 71","0"," 66"," 76","   2.564","1781.592"," 494.887","  45.000","  500","  500"
"19:29:59:858","3302231943830","1138.472","  32.542"," 2579"," 1200"," 2700"," 2585","  20.777","10941.005","3039.168","  16.283","7834.431","2176.231"," 76","0"," 66"," 76","   2.497","1784.065"," 495.574","  45.000","  550","  533"
"19:30:00:849","3304420184018","1139.463","  26.566"," 2502"," 1200"," 2700"," 2509","  17.537","10958.385","3043.996","  12.794","7847.110","2179.753"," 72","0"," 66"," 76","   2.525","1786.568"," 496.269","  45.000","  550","  533"
"19:30:01:839","3306606521882","1140.453","  23.902"," 2455"," 1200"," 2600"," 2463","  15.517","10973.749","3048.264","  11.116","7858.117","2182.810"," 72","0"," 66"," 75","   2.469","1789.013"," 496.948","  45.000","    0","    0"
