System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
18:19:27.329, 1955.961, 0.938, 0.488, 0.240, 0.018, 1174, 1291, 21, 51, 53, 56, 52, 11.692, 12.376, 11.462, 11.000
18:19:28.320, 1956.953, 0.670, 0.398, 0.200, 0.008, 1082, 1412, 17, 51, 53, 56, 53, 11.181, 11.500, 11.074, 3.000
18:19:29.337, 1957.970, 1.140, 0.604, 0.264, 0.012, 1110, 1517, 25, 51, 53, 56, 53, 11.015, 9.950, 11.367, 4.000
18:19:30.318, 1958.951, 1.072, 0.442, 0.324, 0.016, 1145, 1258, 13, 51, 53, 56, 53, 12.755, 18.367, 10.884, 3.000
18:19:31.328, 1959.961, 0.872, 0.462, 0.194, 0.032, 1090, 1183, 13, 51, 53, 56, 53, 11.097, 10.345, 11.349, 6.000
18:19:32.317, 1960.950, 0.670, 0.282, 0.196, 0.000, 1038, 1069, 4, 51, 53, 55, 53, 9.706, 10.152, 9.556, 9.000
18:19:33.341, 1961.974, 1.342, 0.638, 0.316, 0.036, 1117, 1869, 26, 51, 53, 56, 53, 12.985, 12.195, 13.247, 7.000
18:19:34.336, 1962.969, 1.072, 0.526, 0.278, 0.022, 1133, 1623, 12, 51, 53, 56, 53, 11.041, 9.596, 11.519, 4.000
18:19:35.323, 1963.956, 0.804, 0.400, 0.210, 0.018, 1061, 1317, 25, 51, 53, 57, 53, 10.732, 10.050, 10.961, 9.000
18:19:36.327, 1964.960, 1.408, 0.718, 0.268, 0.030, 1187, 1607, 13, 51, 53, 55, 53, 12.298, 15.423, 11.258, 5.000
18:19:37.303, 1965.936, 0.468, 0.316, 0.180, 0.020, 1137, 1368, 8, 51, 53, 55, 53, 10.336, 10.769, 10.190, 3.000
18:19:38.339, 1966.972, 1.006, 0.584, 0.220, 0.036, 1084, 1631, 14, 51, 53, 56, 53, 11.538, 8.738, 12.460, 8.000
18:19:39.320, 1967.953, 0.670, 0.372, 0.224, 0.002, 1091, 1034, 5, 51, 53, 56, 53, 10.305, 10.101, 10.374, 3.000
18:19:40.328, 1968.961, 1.006, 0.440, 0.260, 0.026, 1099, 1403, 15, 51, 53, 56, 52, 10.572, 9.548, 10.909, 9.000
18:19:41.328, 1969.961, 0.738, 0.430, 0.246, 0.010, 1123, 1422, 11, 51, 53, 57, 53, 11.097, 10.448, 11.314, 6.000
18:19:42.321, 1970.954, 0.938, 0.398, 0.236, 0.020, 1101, 1461, 17, 51, 53, 57, 52, 10.327, 9.548, 10.588, 10.000
18:19:43.333, 1971.966, 1.006, 0.512, 0.256, 0.016, 1094, 1442, 13, 51, 53, 56, 53, 11.481, 10.891, 11.678, 5.000
18:19:44.329, 1972.962, 1.342, 0.586, 0.310, 0.018, 1147, 1512, 18, 51, 53, 56, 53, 11.321, 11.055, 11.409, 6.000
18:19:45.317, 1973.950, 0.738, 0.352, 0.184, 0.022, 1066, 1338, 15, 51, 53, 57, 53, 10.427, 9.500, 10.738, 5.000
18:19:46.327, 1974.960, 0.872, 0.482, 0.262, 0.010, 1193, 1416, 8, 51, 53, 56, 53, 10.834, 10.500, 10.945, 7.000
18:19:47.332, 1975.965, 1.342, 0.580, 0.434, 0.028, 1145, 1562, 41, 51, 53, 56, 52, 16.253, 31.343, 11.240, 5.000
18:19:48.324, 1976.957, 1.006, 0.440, 0.278, 0.022, 1192, 1513, 16, 51, 53, 56, 53, 11.237, 11.616, 11.111, 10.000
18:19:49.336, 1977.969, 1.140, 0.572, 0.238, 0.008, 1108, 1689, 9, 51, 53, 56, 53, 11.235, 9.852, 11.697, 7.000
18:19:50.312, 1978.945, 0.938, 0.418, 0.244, 0.010, 1157, 1449, 11, 51, 53, 56, 53, 10.969, 11.224, 10.884, 3.000
18:19:51.320, 1979.953, 0.872, 0.428, 0.228, 0.020, 1124, 1427, 12, 51, 53, 56, 53, 10.834, 10.500, 10.945, 6.000
18:19:52.322, 1980.955, 0.872, 0.440, 0.240, 0.018, 1115, 1550, 13, 50, 53, 56, 52, 10.902, 10.945, 10.888, 5.000
18:19:53.321, 1981.954, 0.804, 0.472, 0.212, 0.010, 1099, 1488, 10, 51, 53, 57, 53, 11.180, 10.945, 11.258, 2.000
18:19:54.328, 1982.961, 1.206, 0.524, 0.274, 0.034, 1129, 1361, 16, 51, 53, 56, 52, 10.973, 10.000, 11.296, 3.000
18:19:55.312, 1983.945, 0.804, 0.418, 0.268, 0.028, 1152, 1822, 18, 51, 53, 55, 52, 10.406, 9.596, 10.678, 7.000
18:19:56.323, 1984.956, 0.872, 0.422, 0.222, 0.010, 1107, 1403, 10, 51, 53, 56, 53, 11.467, 10.891, 11.658, 5.000
18:19:57.327, 1985.960, 0.804, 0.488, 0.226, 0.012, 1081, 1641, 30, 51, 53, 55, 53, 10.710, 9.950, 10.963, 4.000
18:19:58.330, 1986.963, 0.938, 0.518, 0.220, 0.026, 1107, 1297, 12, 51, 53, 57, 52, 10.986, 10.500, 11.148, 3.000
18:19:59.327, 1987.960, 0.938, 0.466, 0.228, 0.034, 1123, 1402, 15, 50, 53, 55, 53, 11.167, 10.553, 11.371, 6.000
18:20:00.325, 1988.958, 1.274, 0.694, 0.246, 0.030, 1117, 1976, 19, 51, 53, 55, 53, 11.125, 11.055, 11.148, 5.000
18:20:01.309, 1989.942, 1.072, 0.470, 0.256, 0.018, 1090, 1474, 17, 51, 53, 55, 53, 10.701, 10.152, 10.884, 5.000
18:20:02.308, 1990.941, 0.738, 0.428, 0.234, 0.034, 1156, 1291, 13, 51, 53, 56, 53, 11.250, 11.500, 11.167, 6.000
18:20:03.316, 1991.949, 0.738, 0.348, 0.214, 0.022, 1136, 1282, 13, 51, 53, 55, 52, 10.112, 11.443, 9.667, 5.000
18:20:04.328, 1992.961, 0.872, 0.478, 0.246, 0.008, 1107, 1771, 6, 51, 53, 55, 53, 11.463, 9.852, 11.994, 6.000
18:20:05.329, 1993.962, 1.006, 0.490, 0.266, 0.010, 1109, 1835, 10, 51, 53, 55, 53, 10.777, 9.453, 11.223, 8.000
18:20:06.320, 1994.953, 1.006, 0.438, 0.220, 0.034, 1082, 1536, 18, 51, 53, 55, 53, 10.732, 9.137, 11.261, 9.000
18:20:07.331, 1995.964, 1.072, 0.526, 0.224, 0.022, 1094, 1350, 13, 51, 53, 56, 52, 11.001, 10.837, 11.056, 3.000
18:20:08.319, 1996.952, 0.804, 0.470, 0.242, 0.008, 1108, 1202, 8, 51, 53, 56, 53, 10.759, 10.606, 10.811, 5.000
18:20:09.318, 1997.951, 0.804, 0.404, 0.218, 0.028, 1102, 1388, 13, 51, 53, 55, 52, 9.925, 8.586, 10.368, 4.000
18:20:10.321, 1998.954, 0.872, 0.472, 0.272, 0.028, 1116, 1606, 11, 50, 53, 56, 52, 11.467, 11.275, 11.532, 3.000
18:20:11.328, 1999.961, 1.140, 0.452, 0.266, 0.022, 1072, 1454, 18, 50, 52, 56, 52, 10.237, 8.500, 10.815, 11.000
18:20:12.326, 2000.959, 1.006, 0.416, 0.240, 0.018, 1123, 1291, 11, 51, 52, 56, 52, 10.566, 8.586, 11.223, 9.000
18:20:13.328, 2001.961, 0.872, 0.444, 0.220, 0.010, 1117, 1411, 10, 51, 53, 55, 52, 11.222, 11.443, 11.148, 6.000
18:20:14.323, 2002.956, 1.206, 0.540, 0.258, 0.024, 1149, 1651, 9, 51, 53, 56, 52, 10.930, 10.500, 11.074, 5.000
18:20:15.327, 2003.960, 0.872, 0.466, 0.220, 0.024, 1121, 1281, 14, 50, 53, 56, 52, 10.861, 9.500, 11.314, 10.000
18:20:16.331, 2004.964, 1.140, 0.536, 0.244, 0.016, 1129, 1573, 15, 50, 52, 56, 53, 11.634, 11.940, 11.532, 6.000
18:20:17.312, 2005.945, 1.072, 0.368, 0.372, 0.016, 1052, 993, 8, 50, 53, 56, 53, 13.503, 22.051, 10.678, 4.000
18:20:18.337, 2006.970, 1.810, 0.746, 0.364, 0.060, 1183, 1990, 27, 50, 52, 56, 52, 11.800, 11.111, 12.033, 17.000
18:20:19.309, 2007.941, 0.402, 0.272, 0.142, 0.000, 1031, 1196, 2, 50, 53, 55, 52, 9.585, 8.763, 9.862, 3.000
18:20:20.318, 2008.951, 1.206, 0.468, 0.304, 0.008, 1068, 1716, 20, 51, 52, 55, 52, 11.029, 9.453, 11.551, 9.000
18:20:21.321, 2009.954, 1.006, 0.610, 0.228, 0.020, 1096, 1558, 10, 50, 52, 57, 52, 10.520, 8.955, 11.038, 3.000
18:20:22.312, 2010.945, 1.946, 0.848, 0.298, 0.006, 1152, 1362, 2, 50, 53, 55, 52, 12.500, 11.616, 12.795, 5.000
18:20:23.321, 2011.954, 1.408, 0.654, 0.342, 0.012, 1151, 1930, 9, 50, 53, 56, 52, 11.496, 12.808, 11.056, 3.000
18:20:24.298, 2012.931, 0.670, 0.308, 0.170, 0.004, 1037, 917, 19, 50, 53, 56, 52, 9.524, 9.694, 9.466, 2.000
18:20:25.317, 2013.950, 0.804, 0.384, 0.148, 0.020, 1063, 1103, 2, 50, 52, 56, 52, 10.209, 6.965, 11.275, 6.000
18:20:26.302, 2014.935, 1.206, 0.632, 0.246, 0.036, 1163, 1734, 25, 50, 52, 57, 52, 10.101, 8.586, 10.606, 2.000
18:20:27.316, 2015.949, 3.758, 1.636, 0.642, 0.064, 1477, 2471, 56, 50, 53, 55, 52, 18.372, 28.431, 14.992, 13.000
18:20:28.317, 2016.950, 8.522, 5.476, 0.966, 0.034, 1806, 3096, 38, 51, 53, 56, 53, 33.001, 48.485, 27.934, 11.000
18:20:29.327, 2017.960, 9.796, 6.598, 0.968, 0.028, 1637, 3130, 23, 52, 56, 61, 53, 40.644, 52.941, 36.484, 10.000
18:20:30.320, 2018.953, 1.072, 0.476, 0.262, 0.000, 1166, 1098, 1, 53, 56, 60, 53, 17.298, 16.327, 17.617, 23.000
18:20:31.311, 2019.944, 5.502, 3.438, 0.588, 0.004, 1491, 2069, 9, 51, 53, 56, 53, 19.322, 22.500, 18.258, 2.000
18:20:32.327, 2020.960, 1.274, 0.804, 0.346, 0.000, 1462, 1469, 1, 52, 55, 58, 53, 20.295, 18.137, 21.018, 1.000
18:20:33.336, 2021.969, 2.482, 1.290, 0.456, 0.006, 1190, 1962, 9, 51, 54, 57, 53, 18.080, 19.000, 17.774, 15.000
18:20:34.317, 2022.950, 1.072, 0.512, 0.256, 0.004, 1157, 1454, 8, 51, 53, 56, 53, 11.631, 12.626, 11.298, 3.000
18:20:35.303, 2023.936, 0.670, 0.288, 0.206, 0.018, 1146, 1480, 8, 51, 53, 57, 53, 10.318, 10.152, 10.374, 4.000
18:20:36.328, 2024.961, 1.206, 0.544, 0.262, 0.018, 1149, 1622, 13, 51, 53, 56, 53, 11.369, 10.294, 11.726, 9.000
18:20:37.318, 2025.951, 0.670, 0.372, 0.196, 0.022, 1080, 1351, 12, 51, 53, 56, 53, 10.427, 9.548, 10.720, 3.000
18:20:38.320, 2026.953, 0.804, 0.486, 0.270, 0.006, 1148, 1333, 8, 51, 53, 57, 53, 11.750, 12.060, 11.647, 6.000
18:20:39.337, 2027.970, 0.938, 0.534, 0.310, 0.022, 1137, 1412, 18, 50, 53, 57, 53, 11.344, 11.707, 11.221, 8.000
18:20:40.322, 2028.955, 0.804, 0.396, 0.250, 0.014, 1119, 1266, 11, 51, 53, 56, 53, 10.773, 10.714, 10.793, 10.000
18:20:41.328, 2029.961, 0.938, 0.420, 0.196, 0.008, 1096, 1287, 10, 50, 53, 56, 53, 11.194, 10.448, 11.443, 7.000
18:20:42.330, 2030.963, 0.804, 0.478, 0.260, 0.028, 1104, 1442, 13, 50, 53, 55, 53, 11.414, 10.891, 11.589, 3.000
18:20:43.339, 2031.972, 0.938, 0.564, 0.254, 0.032, 1151, 1170, 17, 50, 53, 56, 53, 10.959, 10.500, 11.111, 6.000
18:20:44.326, 2032.959, 1.072, 0.550, 0.314, 0.030, 1136, 1511, 20, 50, 53, 57, 53, 11.631, 11.111, 11.804, 7.000
18:20:45.327, 2033.959, 0.872, 0.466, 0.232, 0.024, 1114, 1805, 21, 50, 53, 56, 53, 10.388, 9.000, 10.851, 22.000
18:20:46.318, 2034.951, 0.872, 0.372, 0.264, 0.022, 1108, 1287, 14, 50, 53, 57, 52, 10.593, 9.645, 10.906, 9.000
18:20:47.331, 2035.964, 1.946, 0.710, 0.442, 0.022, 1467, 1352, 10, 50, 53, 56, 53, 18.896, 40.000, 11.803, 12.000
18:20:48.317, 2036.950, 0.938, 0.462, 0.238, 0.036, 1109, 1619, 22, 51, 53, 57, 53, 13.010, 18.878, 11.054, 11.000
18:20:49.330, 2037.963, 0.872, 0.508, 0.222, 0.020, 1164, 1799, 14, 50, 53, 56, 52, 11.111, 10.396, 11.349, 3.000
18:20:50.328, 2038.961, 0.938, 0.496, 0.222, 0.024, 1050, 1575, 11, 50, 53, 56, 53, 11.111, 9.950, 11.500, 4.000
18:20:51.328, 2039.961, 1.006, 0.526, 0.266, 0.020, 1092, 1473, 14, 50, 53, 56, 52, 10.875, 11.000, 10.833, 3.000
18:20:52.317, 2040.950, 0.804, 0.380, 0.214, 0.010, 1141, 1385, 10, 50, 53, 56, 52, 10.759, 9.645, 11.130, 4.000
18:20:53.329, 2041.962, 0.804, 0.470, 0.206, 0.018, 1104, 1195, 13, 50, 53, 56, 52, 10.644, 9.453, 11.038, 7.000
18:20:54.326, 2042.959, 0.602, 0.410, 0.194, 0.004, 1117, 1197, 7, 50, 53, 55, 52, 11.000, 10.891, 11.037, 3.000
18:20:55.329, 2043.962, 1.542, 0.602, 0.340, 0.042, 1137, 2024, 15, 50, 53, 56, 52, 11.111, 10.050, 11.462, 8.000
18:20:56.321, 2044.954, 0.738, 0.422, 0.238, 0.034, 1112, 1290, 11, 50, 53, 56, 52, 10.930, 10.000, 11.242, 5.000
18:20:57.336, 2045.969, 1.072, 0.494, 0.222, 0.018, 1104, 1265, 21, 50, 53, 55, 52, 10.988, 9.901, 11.349, 7.000
18:20:58.330, 2046.963, 1.206, 0.486, 0.270, 0.018, 1107, 1382, 14, 50, 53, 56, 52, 11.558, 12.060, 11.390, 10.000
18:20:59.323, 2047.956, 0.804, 0.436, 0.228, 0.004, 1145, 1232, 8, 50, 53, 56, 53, 11.683, 13.065, 11.223, 3.000
18:21:00.336, 2048.969, 1.342, 0.624, 0.282, 0.056, 1133, 1912, 23, 50, 53, 56, 53, 11.867, 13.366, 11.367, 7.000
18:21:01.320, 2049.953, 0.738, 0.392, 0.182, 0.002, 1090, 993, 5, 50, 53, 57, 53, 10.773, 10.553, 10.847, 7.000
18:21:02.329, 2050.962, 0.938, 0.442, 0.258, 0.006, 1132, 1513, 8, 51, 53, 56, 52, 11.648, 12.060, 11.513, 11.000
18:21:03.328, 2051.961, 1.140, 0.446, 0.270, 0.026, 1134, 1763, 12, 51, 53, 56, 53, 10.652, 10.000, 10.870, 8.000
18:21:04.317, 2052.950, 0.738, 0.378, 0.222, 0.022, 1139, 1347, 15, 51, 53, 56, 53, 10.380, 9.596, 10.642, 8.000
18:21:05.328, 2053.961, 1.006, 0.492, 0.228, 0.010, 1179, 1436, 9, 51, 53, 55, 53, 10.961, 9.360, 11.494, 5.000
18:21:06.323, 2054.956, 0.938, 0.520, 0.210, 0.026, 1091, 1307, 13, 50, 53, 56, 52, 10.818, 9.596, 11.223, 5.000
18:21:07.322, 2055.955, 0.804, 0.380, 0.218, 0.022, 1131, 1315, 13, 50, 52, 56, 53, 10.163, 9.500, 10.385, 4.000
18:21:08.328, 2056.961, 0.938, 0.470, 0.268, 0.028, 1133, 1517, 13, 50, 52, 56, 52, 11.083, 10.448, 11.296, 5.000
18:21:09.329, 2057.962, 1.006, 0.448, 0.264, 0.024, 1104, 1322, 14, 51, 52, 56, 53, 10.461, 8.955, 10.963, 12.000
18:21:10.319, 2058.952, 0.938, 0.390, 0.260, 0.018, 1150, 1421, 10, 50, 53, 55, 52, 11.349, 12.060, 11.111, 13.000
18:21:11.330, 2059.963, 0.872, 0.466, 0.216, 0.010, 1065, 1438, 10, 50, 52, 56, 52, 10.891, 9.453, 11.367, 6.000
18:21:12.329, 2060.962, 0.872, 0.496, 0.244, 0.018, 1098, 1312, 19, 50, 53, 56, 52, 11.486, 11.500, 11.481, 4.000
18:21:13.323, 2061.956, 0.872, 0.422, 0.222, 0.022, 1123, 1153, 14, 51, 52, 55, 52, 11.223, 11.616, 11.092, 8.000
18:21:14.327, 2062.960, 0.670, 0.446, 0.196, 0.032, 1099, 1427, 12, 50, 52, 56, 52, 10.723, 9.500, 11.130, 3.000
18:21:15.327, 2063.960, 0.670, 0.428, 0.238, 0.012, 1077, 1441, 13, 50, 52, 55, 52, 10.737, 10.000, 10.982, 3.000
18:21:16.338, 2064.971, 1.140, 0.546, 0.248, 0.038, 1110, 1377, 14, 50, 52, 56, 52, 11.481, 10.837, 11.697, 9.000
18:21:17.327, 2065.960, 1.006, 0.416, 0.370, 0.012, 1093, 1237, 5, 50, 53, 55, 52, 14.829, 27.411, 10.642, 3.000
18:21:18.333, 2066.966, 1.206, 0.568, 0.270, 0.032, 1131, 1735, 27, 50, 52, 56, 52, 11.372, 11.823, 11.221, 17.000
18:21:19.328, 2067.961, 1.006, 0.504, 0.244, 0.040, 1094, 1678, 9, 51, 52, 55, 52, 10.831, 10.050, 11.092, 4.000
18:21:20.330, 2068.963, 1.072, 0.516, 0.274, 0.012, 1148, 1589, 12, 51, 52, 55, 52, 11.347, 11.055, 11.443, 3.000
18:21:21.333, 2069.966, 0.872, 0.526, 0.268, 0.024, 1096, 1487, 15, 51, 52, 56, 52, 11.236, 10.945, 11.333, 9.000
18:21:22.327, 2070.960, 1.072, 0.494, 0.254, 0.024, 1127, 1484, 14, 50, 52, 55, 52, 10.943, 10.101, 11.223, 5.000
18:21:23.320, 2071.953, 0.938, 0.456, 0.234, 0.018, 1117, 1444, 11, 51, 52, 55, 52, 10.579, 10.050, 10.756, 6.000
18:21:24.327, 2072.960, 1.140, 0.478, 0.234, 0.032, 1130, 1577, 19, 51, 52, 55, 52, 10.821, 10.448, 10.945, 5.000
18:21:25.328, 2073.961, 0.738, 0.452, 0.218, 0.008, 1074, 1267, 6, 50, 52, 56, 52, 10.794, 9.406, 11.258, 10.000
18:21:26.323, 2074.956, 1.006, 0.448, 0.266, 0.024, 1099, 1715, 25, 50, 52, 55, 52, 10.678, 9.645, 11.018, 6.000
18:21:27.332, 2075.965, 0.938, 0.492, 0.264, 0.030, 1111, 1781, 13, 50, 52, 55, 52, 11.042, 10.294, 11.296, 11.000
18:21:28.336, 2076.969, 1.006, 0.558, 0.258, 0.010, 1128, 1767, 10, 50, 52, 56, 52, 11.471, 11.500, 11.462, 4.000
18:21:29.327, 2077.960, 1.140, 0.562, 0.260, 0.014, 1163, 1469, 10, 50, 52, 55, 52, 10.999, 10.660, 11.111, 3.000
18:21:30.323, 2078.956, 1.072, 0.440, 0.256, 0.008, 1061, 1351, 37, 50, 52, 56, 52, 11.014, 10.000, 11.352, 6.000
18:21:31.318, 2079.951, 1.072, 0.476, 0.246, 0.010, 1111, 2148, 11, 51, 52, 55, 52, 10.076, 9.045, 10.420, 9.000
18:21:32.311, 2080.944, 0.402, 0.244, 0.148, 0.000, 1042, 1081, 2, 51, 52, 55, 52, 9.722, 9.548, 9.781, 4.000
18:21:33.320, 2081.953, 1.072, 0.428, 0.218, 0.008, 1068, 1426, 17, 50, 52, 55, 52, 10.864, 9.406, 11.349, 4.000
18:21:34.317, 2082.950, 1.342, 0.664, 0.296, 0.030, 1149, 1954, 11, 50, 52, 56, 52, 10.401, 9.548, 10.684, 4.000
18:21:35.301, 2083.934, 0.468, 0.200, 0.138, 0.000, 1024, 1138, 3, 50, 52, 57, 52, 8.801, 6.599, 9.540, 7.000
18:21:36.329, 2084.962, 1.072, 0.524, 0.248, 0.000, 1065, 1473, 11, 50, 52, 55, 52, 11.580, 9.709, 12.199, 7.000
18:21:37.308, 2085.941, 0.872, 0.516, 0.210, 0.006, 1081, 1632, 11, 50, 52, 56, 52, 10.000, 8.763, 10.410, 2.000
18:21:38.327, 2086.960, 2.348, 1.176, 0.450, 0.032, 1183, 2423, 21, 50, 52, 55, 52, 14.914, 17.561, 14.029, 8.000
18:21:39.336, 2087.969, 8.254, 5.154, 0.962, 0.036, 1670, 2836, 37, 51, 53, 55, 52, 30.693, 50.246, 24.132, 11.000
18:21:40.317, 2088.950, 7.918, 5.038, 0.876, 0.034, 1669, 3177, 39, 52, 55, 59, 53, 34.351, 48.980, 29.492, 11.000
18:21:41.328, 2089.961, 3.690, 1.756, 0.510, 0.018, 1347, 2004, 118, 53, 56, 61, 53, 28.005, 21.782, 30.083, 22.000
18:21:42.312, 2090.945, 1.810, 1.142, 0.246, 0.000, 1246, 1188, 1, 52, 54, 58, 54, 12.706, 12.690, 12.712, 2.000
18:21:43.331, 2091.964, 1.408, 0.782, 0.340, 0.000, 1410, 1484, 2, 53, 54, 57, 53, 23.768, 23.153, 23.974, 1.000
18:21:44.319, 2092.952, 3.086, 1.466, 0.506, 0.028, 1300, 2215, 16, 51, 53, 56, 53, 17.677, 22.727, 15.993, 30.000
18:21:45.333, 2093.966, 1.140, 0.516, 0.252, 0.024, 1122, 1416, 6, 51, 53, 57, 53, 11.946, 10.891, 12.295, 3.000
18:21:46.328, 2094.961, 1.072, 0.470, 0.238, 0.016, 1125, 1470, 9, 51, 53, 57, 53, 10.831, 9.548, 11.261, 11.000
18:21:47.317, 2095.950, 1.476, 0.488, 0.394, 0.020, 1186, 1187, 12, 51, 53, 56, 53, 15.424, 28.643, 10.980, 5.000
18:21:48.337, 2096.970, 0.938, 0.530, 0.230, 0.006, 1057, 1515, 12, 51, 53, 56, 52, 12.592, 14.356, 12.013, 4.000
18:21:49.329, 2097.962, 0.938, 0.478, 0.234, 0.018, 1114, 1556, 23, 50, 53, 56, 52, 11.111, 10.553, 11.298, 14.000
18:21:50.326, 2098.959, 1.140, 0.518, 0.300, 0.012, 1095, 1421, 13, 50, 53, 56, 52, 11.794, 13.568, 11.204, 4.000
18:21:51.317, 2099.950, 0.738, 0.378, 0.212, 0.014, 1103, 1270, 13, 51, 53, 55, 53, 11.083, 10.553, 11.261, 3.000
18:21:52.320, 2100.953, 1.140, 0.478, 0.212, 0.024, 1092, 1581, 19, 51, 53, 55, 52, 10.848, 9.950, 11.148, 4.000
18:21:53.317, 2101.950, 0.670, 0.352, 0.208, 0.004, 1112, 1209, 5, 51, 53, 57, 53, 10.763, 10.553, 10.833, 9.000
18:21:54.328, 2102.961, 1.006, 0.452, 0.234, 0.006, 1075, 1364, 5, 51, 53, 56, 52, 10.546, 9.852, 10.779, 9.000
18:21:55.319, 2103.952, 1.140, 0.550, 0.264, 0.026, 1115, 1607, 16, 50, 53, 56, 52, 11.572, 9.645, 12.207, 8.000
18:21:56.317, 2104.950, 1.006, 0.464, 0.226, 0.034, 1107, 1700, 12, 50, 53, 55, 52, 10.875, 9.950, 11.185, 8.000
18:21:57.310, 2105.943, 0.872, 0.376, 0.190, 0.036, 1109, 1260, 13, 50, 53, 55, 52, 10.593, 10.606, 10.588, 7.000
18:21:58.326, 2106.959, 1.072, 0.496, 0.238, 0.004, 1107, 1316, 11, 50, 53, 56, 52, 11.685, 11.765, 11.658, 8.000
18:21:59.322, 2107.955, 1.274, 0.472, 0.280, 0.010, 1165, 1409, 15, 50, 53, 56, 52, 12.500, 17.588, 10.815, 4.000
18:22:00.327, 2108.960, 1.006, 0.526, 0.284, 0.026, 1091, 1804, 19, 51, 53, 56, 52, 11.236, 10.500, 11.481, 15.000
18:22:01.331, 2109.964, 1.140, 0.516, 0.292, 0.022, 1110, 1423, 30, 50, 53, 56, 52, 10.487, 9.453, 10.833, 13.000
18:22:02.327, 2110.960, 1.006, 0.460, 0.250, 0.022, 1107, 1542, 14, 51, 53, 57, 52, 11.041, 11.000, 11.055, 14.000
18:22:03.330, 2111.962, 1.072, 0.552, 0.242, 0.010, 1102, 1549, 11, 50, 53, 56, 52, 11.083, 10.000, 11.443, 5.000
18:22:04.327, 2112.960, 1.072, 0.546, 0.262, 0.018, 1120, 1660, 13, 50, 53, 56, 52, 10.678, 9.045, 11.223, 10.000
18:22:05.317, 2113.950, 0.602, 0.392, 0.210, 0.018, 1115, 1078, 20, 51, 53, 57, 52, 10.719, 10.606, 10.756, 8.000
18:22:06.337, 2114.970, 1.274, 0.788, 0.238, 0.020, 1104, 1454, 14, 50, 52, 56, 52, 11.029, 9.804, 11.438, 6.000
18:22:07.311, 2115.944, 0.670, 0.332, 0.230, 0.008, 1107, 1442, 12, 51, 53, 56, 52, 10.052, 8.763, 10.481, 10.000
18:22:08.327, 2116.960, 1.140, 0.456, 0.278, 0.026, 1120, 1918, 19, 51, 52, 57, 52, 11.397, 10.784, 11.601, 14.000
18:22:09.318, 2117.951, 0.938, 0.446, 0.258, 0.024, 1106, 1765, 13, 51, 53, 57, 52, 10.971, 11.558, 10.774, 14.000
18:22:10.333, 2118.966, 1.476, 0.670, 0.300, 0.022, 1143, 1541, 13, 51, 53, 56, 52, 11.576, 11.881, 11.475, 6.000
18:22:11.317, 2119.950, 0.938, 0.484, 0.258, 0.026, 1136, 1643, 17, 51, 53, 56, 52, 11.660, 11.675, 11.655, 4.000
18:22:12.327, 2120.960, 1.206, 0.538, 0.288, 0.018, 1132, 1740, 13, 51, 53, 56, 52, 11.097, 10.837, 11.184, 5.000
18:22:13.323, 2121.956, 0.804, 0.424, 0.206, 0.010, 1051, 1295, 16, 51, 53, 56, 52, 10.665, 10.000, 10.888, 3.000
18:22:14.328, 2122.961, 1.006, 0.470, 0.230, 0.034, 1135, 1492, 13, 50, 52, 56, 52, 10.889, 9.548, 11.333, 3.000
18:22:15.332, 2123.965, 1.006, 0.530, 0.250, 0.024, 1131, 1319, 13, 50, 52, 56, 52, 11.180, 10.448, 11.424, 4.000
18:22:16.323, 2124.956, 1.072, 0.470, 0.232, 0.014, 1096, 1514, 16, 50, 52, 56, 52, 10.719, 10.553, 10.774, 5.000
18:22:17.322, 2125.955, 0.804, 0.366, 0.358, 0.002, 1042, 1166, 4, 50, 52, 57, 52, 14.143, 25.000, 10.518, 5.000
18:22:18.337, 2126.970, 0.804, 0.514, 0.254, 0.020, 1125, 1398, 24, 50, 52, 56, 52, 11.221, 9.901, 11.658, 13.000
18:22:19.326, 2127.959, 0.872, 0.464, 0.220, 0.014, 1136, 1408, 9, 50, 53, 56, 52, 10.914, 10.660, 10.998, 3.000
18:22:20.321, 2128.954, 0.738, 0.406, 0.208, 0.026, 1114, 1430, 10, 50, 52, 56, 52, 11.041, 11.000, 11.055, 4.000
18:22:21.331, 2129.963, 1.072, 0.576, 0.262, 0.012, 1114, 1615, 12, 50, 52, 55, 52, 11.248, 11.386, 11.203, 4.000
18:22:22.308, 2130.941, 0.938, 0.406, 0.238, 0.024, 1157, 1135, 17, 50, 52, 57, 52, 10.473, 9.744, 10.714, 5.000
18:22:23.317, 2131.950, 0.804, 0.368, 0.204, 0.024, 1119, 1521, 16, 50, 52, 56, 52, 10.657, 10.396, 10.744, 6.000
18:22:24.328, 2132.961, 1.006, 0.450, 0.226, 0.008, 1104, 1400, 8, 50, 52, 56, 52, 10.864, 9.852, 11.203, 4.000
18:22:25.337, 2133.970, 1.274, 0.562, 0.282, 0.020, 1113, 1453, 27, 50, 52, 55, 52, 10.767, 9.901, 11.056, 11.000
