System Time, Elapsed Time (sec), Package Power (Watt), CPU Power (Watt), DRAM Power (Watt), GPU Power (Watt), E-Core Frequency (Mhz), P-Core Frequency (Mhz), GPU Frequency (Mhz), CPU MIN Temperature (C), CPU AVG Temperature (C), CPU MAX Temperature (C), GPU AVG Temperature (C), CPU Utilization (%), E-Core Utilization (%), P-Core Utilization (%), GPU Utilization (%)
18:04:32.373, 1061.006, 3.086, 1.776, 0.526, 0.064, 1276, 1805, 60, 54, 56, 59, 56, 20.250, 27.000, 18.000, 13.000
18:04:33.339, 1061.972, 0.938, 0.432, 0.380, 0.074, 1502, 1237, 69, 54, 56, 59, 56, 16.536, 27.083, 13.021, 14.000
18:04:34.371, 1063.004, 1.676, 0.676, 0.402, 0.074, 1671, 1294, 70, 54, 56, 58, 56, 17.548, 28.502, 13.920, 14.000
18:04:35.375, 1064.008, 1.408, 0.668, 0.416, 0.074, 1419, 1437, 83, 54, 56, 58, 55, 16.833, 27.723, 13.167, 14.000
18:04:36.373, 1065.006, 1.744, 0.624, 0.412, 0.066, 1564, 1346, 62, 54, 56, 59, 56, 17.337, 30.303, 13.043, 14.000
18:04:37.380, 1066.012, 1.610, 0.752, 0.422, 0.086, 1420, 1353, 100, 54, 56, 59, 56, 17.822, 29.703, 13.861, 14.000
18:04:38.367, 1067.000, 1.542, 0.616, 0.420, 0.066, 1381, 1376, 62, 54, 56, 58, 56, 17.446, 30.151, 13.176, 13.000
18:04:39.376, 1068.009, 2.214, 0.830, 0.526, 0.062, 1356, 1535, 56, 54, 56, 58, 56, 21.242, 28.643, 18.812, 14.000
18:04:40.377, 1069.010, 1.810, 0.684, 0.426, 0.066, 1488, 1373, 61, 54, 56, 58, 56, 17.559, 30.348, 13.289, 14.000
18:04:41.378, 1070.011, 1.476, 0.756, 0.426, 0.066, 1312, 1520, 61, 54, 56, 58, 55, 17.353, 26.866, 14.167, 13.000
18:04:42.367, 1071.000, 1.140, 0.648, 0.428, 0.068, 1491, 1269, 69, 54, 56, 58, 56, 17.551, 31.313, 12.963, 13.000
18:04:43.371, 1072.004, 1.408, 0.650, 0.406, 0.072, 1512, 1223, 76, 54, 56, 58, 55, 17.250, 29.500, 13.167, 14.000
18:04:44.375, 1073.008, 3.288, 1.402, 0.540, 0.068, 1708, 1881, 79, 54, 56, 58, 55, 18.781, 25.871, 16.418, 14.000
18:04:45.377, 1074.010, 1.744, 0.826, 0.422, 0.070, 1220, 1664, 75, 54, 56, 58, 56, 18.329, 27.500, 15.282, 14.000
18:04:46.378, 1075.010, 1.342, 0.682, 0.430, 0.068, 1409, 1365, 62, 54, 56, 58, 56, 17.897, 29.000, 14.190, 13.000
18:04:47.378, 1076.011, 2.214, 0.802, 0.496, 0.070, 1448, 1551, 73, 54, 56, 58, 56, 21.000, 42.000, 14.000, 14.000
18:04:48.372, 1077.005, 3.288, 1.586, 0.606, 0.064, 1384, 1725, 58, 54, 56, 58, 56, 20.577, 30.000, 17.420, 14.000
18:04:49.352, 1077.985, 1.342, 0.508, 0.390, 0.070, 1673, 1272, 77, 54, 56, 58, 56, 16.880, 26.020, 13.823, 15.000
18:04:50.369, 1079.002, 1.342, 0.628, 0.402, 0.070, 1605, 1303, 71, 54, 56, 58, 55, 17.381, 30.542, 13.029, 13.000
18:04:51.386, 1080.019, 1.476, 0.740, 0.426, 0.082, 1553, 1363, 95, 53, 56, 58, 56, 17.509, 31.034, 12.993, 15.000
18:04:52.367, 1081.000, 1.676, 0.648, 0.406, 0.072, 1450, 1432, 80, 53, 56, 58, 55, 16.878, 27.411, 13.367, 13.000
18:04:53.369, 1082.002, 1.676, 0.640, 0.400, 0.068, 1485, 1417, 73, 54, 56, 58, 56, 20.901, 27.500, 18.698, 14.000
18:04:54.372, 1083.005, 1.610, 0.642, 0.412, 0.068, 1469, 1433, 74, 54, 56, 58, 56, 17.164, 28.856, 13.267, 14.000
18:04:55.376, 1084.009, 1.676, 0.700, 0.416, 0.068, 1669, 1352, 70, 54, 56, 58, 56, 17.332, 29.500, 13.289, 14.000
18:04:56.369, 1085.002, 1.744, 0.656, 0.420, 0.074, 1423, 1440, 87, 54, 56, 58, 56, 17.233, 26.633, 14.094, 13.000
18:04:57.376, 1086.009, 3.824, 1.570, 0.604, 0.064, 1176, 2261, 65, 54, 56, 58, 56, 20.324, 25.743, 18.500, 13.000
18:04:58.387, 1087.020, 1.676, 0.738, 0.424, 0.076, 1557, 1380, 85, 54, 56, 58, 56, 19.188, 28.218, 16.203, 15.000
18:04:59.378, 1088.011, 1.542, 0.730, 0.438, 0.066, 1520, 1348, 61, 54, 56, 58, 56, 17.342, 29.442, 13.322, 13.000
18:05:00.370, 1089.003, 1.542, 0.652, 0.422, 0.078, 1458, 1480, 80, 54, 56, 58, 55, 17.276, 30.151, 12.963, 14.000
18:05:01.380, 1090.013, 2.550, 0.896, 0.492, 0.062, 1290, 1580, 57, 54, 56, 58, 55, 18.742, 29.064, 15.296, 13.000
18:05:02.377, 1091.010, 1.810, 0.732, 0.424, 0.068, 1391, 1544, 71, 54, 56, 58, 55, 17.419, 27.136, 14.190, 14.000
18:05:03.373, 1092.006, 1.810, 0.708, 0.438, 0.082, 1424, 1382, 89, 54, 56, 58, 56, 16.646, 27.136, 13.131, 13.000
18:05:04.373, 1093.006, 3.018, 1.338, 0.592, 0.066, 1767, 1805, 71, 54, 56, 58, 55, 20.974, 30.151, 17.940, 13.000
18:05:05.376, 1094.009, 1.274, 0.666, 0.406, 0.066, 1386, 1374, 65, 54, 56, 58, 56, 17.353, 28.500, 13.644, 13.000
18:05:06.376, 1095.009, 1.408, 0.604, 0.414, 0.068, 1460, 1315, 69, 54, 56, 57, 55, 17.228, 30.846, 12.667, 15.000
18:05:07.378, 1096.011, 1.542, 0.752, 0.432, 0.064, 1496, 1434, 61, 54, 56, 58, 55, 17.581, 29.500, 13.621, 15.000
18:05:08.376, 1097.009, 1.476, 0.648, 0.392, 0.070, 1466, 1230, 72, 54, 56, 58, 56, 19.399, 28.358, 16.388, 13.000
18:05:09.376, 1098.009, 1.274, 0.652, 0.398, 0.066, 1439, 1342, 67, 54, 56, 58, 55, 18.375, 27.136, 15.474, 13.000
18:05:10.378, 1099.011, 1.610, 0.684, 0.416, 0.072, 1450, 1390, 73, 54, 56, 58, 55, 17.478, 29.000, 13.644, 13.000
18:05:11.378, 1100.011, 1.878, 0.702, 0.406, 0.070, 1540, 1277, 82, 54, 56, 59, 55, 17.353, 29.000, 13.478, 13.000
18:05:12.377, 1101.010, 1.610, 0.710, 0.430, 0.076, 1458, 1341, 85, 53, 56, 58, 55, 17.272, 28.000, 13.689, 14.000
18:05:13.370, 1102.003, 1.542, 0.666, 0.410, 0.068, 1463, 1390, 68, 54, 56, 58, 55, 20.551, 29.500, 17.559, 13.000
18:05:14.373, 1103.006, 1.610, 0.686, 0.420, 0.064, 1638, 1310, 64, 54, 56, 58, 55, 17.146, 28.643, 13.333, 13.000
18:05:15.370, 1104.003, 1.744, 0.658, 0.422, 0.064, 1458, 1353, 61, 54, 56, 58, 55, 17.021, 28.500, 13.189, 13.000
18:05:16.373, 1105.006, 1.610, 0.690, 0.412, 0.064, 1403, 1325, 61, 54, 56, 58, 55, 17.478, 28.500, 13.810, 15.000
18:05:17.377, 1106.010, 2.348, 0.776, 0.514, 0.068, 1487, 1473, 68, 53, 55, 58, 55, 20.497, 39.604, 14.096, 15.000
18:05:18.369, 1107.001, 2.616, 1.382, 0.518, 0.080, 1572, 1391, 87, 54, 56, 58, 55, 20.076, 31.156, 16.358, 13.000
18:05:19.358, 1107.991, 1.878, 0.710, 0.402, 0.066, 1247, 1615, 66, 53, 56, 58, 55, 17.744, 23.469, 15.852, 14.000
18:05:20.384, 1109.017, 1.476, 0.698, 0.428, 0.068, 1514, 1369, 69, 53, 55, 58, 55, 17.961, 30.435, 13.776, 14.000
18:05:21.383, 1110.016, 2.012, 0.744, 0.430, 0.072, 1473, 1420, 79, 53, 55, 58, 55, 17.566, 28.788, 13.856, 13.000
18:05:22.377, 1111.010, 2.146, 0.864, 0.488, 0.062, 1608, 1543, 58, 53, 55, 58, 55, 17.588, 25.628, 14.908, 15.000
18:05:23.362, 1111.995, 1.542, 0.564, 0.412, 0.068, 1635, 1265, 73, 53, 56, 58, 55, 17.110, 30.808, 12.521, 13.000
18:05:24.377, 1113.010, 1.676, 0.728, 0.414, 0.072, 1476, 1408, 79, 53, 55, 57, 55, 17.097, 27.723, 13.584, 13.000
18:05:25.366, 1113.999, 2.616, 1.092, 0.538, 0.070, 1339, 1577, 67, 54, 55, 58, 55, 19.645, 29.798, 16.244, 15.000
18:05:26.368, 1115.001, 1.476, 0.684, 0.404, 0.076, 1316, 1521, 88, 54, 55, 58, 55, 17.435, 27.363, 14.120, 15.000
18:05:27.368, 1116.001, 1.676, 0.734, 0.436, 0.066, 1385, 1529, 62, 54, 55, 58, 55, 18.467, 27.136, 15.578, 16.000
18:05:28.376, 1117.009, 1.476, 0.646, 0.418, 0.066, 1616, 1381, 61, 53, 55, 58, 55, 17.327, 30.198, 13.036, 14.000
18:05:29.378, 1118.010, 1.408, 0.696, 0.416, 0.070, 1515, 1294, 71, 54, 55, 58, 55, 17.581, 29.146, 13.765, 13.000
18:05:30.376, 1119.009, 1.610, 0.738, 0.416, 0.064, 1333, 1546, 61, 54, 56, 58, 55, 19.000, 24.876, 17.028, 13.000
18:05:31.372, 1120.005, 1.676, 0.676, 0.408, 0.070, 1416, 1421, 75, 54, 56, 58, 55, 17.588, 29.648, 13.568, 13.000
18:05:32.370, 1121.003, 2.080, 0.900, 0.426, 0.066, 1388, 1736, 62, 54, 55, 58, 55, 18.523, 27.363, 15.552, 13.000
18:05:33.380, 1122.013, 1.676, 0.690, 0.420, 0.068, 1499, 1480, 70, 54, 55, 58, 55, 17.429, 29.851, 13.322, 14.000
18:05:34.369, 1123.002, 1.676, 0.634, 0.410, 0.072, 1511, 1360, 75, 54, 55, 58, 55, 16.688, 28.141, 12.838, 13.000
18:05:35.374, 1124.007, 1.542, 0.686, 0.416, 0.074, 1444, 1397, 82, 53, 55, 58, 55, 17.353, 29.146, 13.455, 13.000
18:05:36.367, 1125.000, 1.946, 0.930, 0.476, 0.068, 1519, 1358, 68, 53, 55, 58, 55, 18.821, 31.500, 14.573, 14.000
18:05:37.393, 1126.026, 2.146, 0.874, 0.454, 0.066, 1636, 1460, 58, 54, 55, 58, 55, 17.439, 26.471, 14.448, 14.000
18:05:38.361, 1126.994, 2.214, 0.854, 0.448, 0.066, 1431, 1495, 59, 54, 55, 57, 55, 18.870, 29.231, 15.411, 13.000
18:05:39.359, 1127.992, 2.146, 0.998, 0.458, 0.062, 1370, 1623, 56, 53, 55, 57, 55, 18.994, 25.628, 16.779, 13.000
18:05:40.378, 1129.011, 1.810, 0.722, 0.420, 0.066, 1487, 1416, 63, 54, 55, 58, 55, 18.081, 31.034, 13.770, 13.000
18:05:41.377, 1130.010, 1.676, 0.702, 0.428, 0.068, 1560, 1372, 73, 53, 55, 58, 55, 17.293, 30.500, 12.876, 17.000
18:05:42.373, 1131.006, 1.408, 0.668, 0.438, 0.066, 1408, 1419, 62, 53, 55, 58, 55, 17.146, 27.136, 13.833, 14.000
18:05:43.377, 1132.010, 1.476, 0.626, 0.404, 0.068, 1500, 1318, 69, 53, 55, 58, 55, 17.786, 30.693, 13.455, 14.000
18:05:44.380, 1133.013, 1.610, 0.650, 0.398, 0.064, 1484, 1394, 61, 53, 55, 58, 55, 20.250, 29.648, 17.138, 13.000
18:05:45.379, 1134.012, 1.744, 0.724, 0.408, 0.080, 1459, 1406, 98, 53, 55, 57, 55, 17.456, 29.353, 13.478, 17.000
18:05:46.369, 1135.002, 1.542, 0.662, 0.406, 0.072, 1550, 1333, 77, 53, 55, 57, 55, 17.380, 30.653, 12.941, 14.000
18:05:47.368, 1136.001, 2.214, 0.868, 0.472, 0.070, 1606, 1404, 73, 53, 55, 58, 55, 21.635, 40.201, 15.436, 14.000
18:05:48.373, 1137.006, 1.342, 0.658, 0.412, 0.068, 1532, 1374, 70, 53, 55, 57, 55, 17.391, 28.358, 13.742, 16.000
18:05:49.384, 1138.017, 3.422, 1.506, 0.600, 0.060, 1714, 1988, 55, 53, 55, 58, 55, 21.085, 29.208, 18.391, 15.000
18:05:50.368, 1139.001, 1.342, 0.628, 0.412, 0.072, 1478, 1266, 69, 54, 55, 58, 55, 17.557, 29.442, 13.582, 15.000
18:05:51.371, 1140.004, 1.542, 0.672, 0.438, 0.070, 1508, 1419, 64, 53, 55, 58, 55, 16.667, 28.141, 12.855, 15.000
18:05:52.368, 1141.001, 2.214, 0.862, 0.440, 0.070, 1139, 1823, 62, 54, 55, 57, 55, 19.476, 20.000, 19.301, 14.000
18:05:53.377, 1142.010, 1.810, 0.748, 0.418, 0.068, 1307, 1661, 70, 53, 55, 58, 55, 17.019, 25.743, 14.096, 14.000
18:05:54.374, 1143.007, 3.154, 1.442, 0.560, 0.062, 1402, 1867, 57, 53, 55, 58, 55, 21.277, 28.643, 18.833, 13.000
18:05:55.378, 1144.010, 1.476, 0.688, 0.416, 0.068, 1449, 1399, 72, 53, 55, 58, 55, 17.456, 30.348, 13.145, 15.000
18:05:56.379, 1145.012, 1.946, 0.774, 0.442, 0.068, 1280, 1601, 73, 53, 55, 58, 55, 17.456, 26.368, 14.476, 13.000
18:05:57.370, 1146.003, 1.810, 0.816, 0.444, 0.070, 1550, 1292, 71, 53, 55, 58, 55, 17.654, 29.798, 13.613, 13.000
18:05:58.369, 1147.002, 1.476, 0.628, 0.414, 0.066, 1572, 1359, 61, 53, 55, 58, 55, 17.500, 28.643, 13.810, 14.000
18:05:59.376, 1148.009, 1.610, 0.670, 0.408, 0.066, 1595, 1348, 67, 53, 55, 58, 55, 16.584, 27.363, 12.978, 14.000
18:06:00.378, 1149.011, 1.878, 0.784, 0.452, 0.080, 1457, 1649, 80, 53, 55, 57, 55, 21.144, 30.693, 17.940, 15.000
18:06:01.374, 1150.007, 1.610, 0.730, 0.416, 0.076, 1383, 1507, 83, 53, 55, 57, 55, 18.000, 29.146, 14.309, 15.000
18:06:02.369, 1151.002, 1.810, 0.664, 0.440, 0.086, 1504, 1399, 92, 53, 55, 57, 55, 17.293, 30.000, 13.043, 13.000
18:06:03.387, 1152.020, 1.476, 0.730, 0.416, 0.068, 1613, 1287, 62, 54, 55, 58, 55, 20.050, 29.208, 16.997, 15.000
18:06:04.377, 1153.010, 1.542, 0.638, 0.400, 0.068, 1491, 1384, 75, 53, 55, 57, 55, 17.024, 30.151, 12.626, 15.000
18:06:05.380, 1154.013, 1.542, 0.640, 0.412, 0.068, 1431, 1354, 69, 53, 55, 58, 54, 17.370, 29.500, 13.366, 15.000
18:06:06.379, 1155.012, 1.810, 0.802, 0.432, 0.064, 1311, 1569, 61, 53, 55, 57, 55, 18.773, 29.000, 15.359, 13.000
18:06:07.377, 1156.010, 1.610, 0.728, 0.434, 0.064, 1545, 1422, 61, 53, 55, 57, 55, 17.440, 29.851, 13.255, 13.000
18:06:08.371, 1157.004, 2.884, 1.362, 0.540, 0.062, 1530, 1565, 59, 53, 55, 57, 55, 19.270, 27.411, 16.583, 13.000
18:06:09.352, 1157.985, 1.946, 0.860, 0.454, 0.064, 1261, 1653, 60, 54, 55, 58, 55, 18.957, 26.396, 16.469, 13.000
18:06:10.368, 1159.001, 1.542, 0.620, 0.408, 0.070, 1471, 1443, 71, 53, 55, 57, 55, 16.749, 28.079, 12.972, 13.000
18:06:11.376, 1160.009, 1.676, 0.696, 0.402, 0.066, 1452, 1348, 65, 53, 55, 57, 55, 17.640, 28.856, 13.907, 14.000
18:06:12.374, 1161.007, 3.154, 1.588, 0.518, 0.064, 1488, 1650, 63, 53, 55, 58, 55, 20.526, 30.151, 17.333, 15.000
18:06:13.361, 1161.994, 2.348, 1.202, 0.470, 0.072, 1433, 1529, 84, 53, 55, 58, 54, 19.392, 27.411, 16.723, 13.000
18:06:14.358, 1162.991, 1.542, 0.702, 0.400, 0.068, 1487, 1292, 63, 53, 55, 57, 55, 18.570, 28.856, 15.101, 14.000
18:06:15.377, 1164.010, 1.676, 0.704, 0.422, 0.066, 1441, 1426, 67, 53, 55, 57, 55, 17.322, 25.248, 14.706, 14.000
18:06:16.377, 1165.010, 1.542, 0.640, 0.416, 0.064, 1445, 1382, 61, 53, 55, 57, 55, 17.456, 28.856, 13.644, 15.000
18:06:17.378, 1166.011, 2.684, 0.742, 0.512, 0.068, 1418, 1413, 67, 53, 55, 57, 55, 20.100, 39.500, 13.644, 14.000
18:06:18.371, 1167.004, 1.676, 0.696, 0.428, 0.064, 1493, 1379, 60, 53, 55, 57, 55, 18.695, 27.136, 15.886, 13.000
18:06:19.379, 1168.012, 2.012, 0.844, 0.434, 0.068, 1458, 1522, 71, 53, 55, 57, 55, 19.178, 27.861, 16.279, 14.000
18:06:20.364, 1168.997, 1.408, 0.602, 0.406, 0.070, 1443, 1298, 73, 53, 55, 57, 55, 17.259, 30.457, 12.860, 13.000
18:06:21.378, 1170.011, 1.744, 0.718, 0.418, 0.072, 1632, 1406, 80, 53, 55, 57, 55, 18.719, 29.902, 14.967, 14.000
18:06:22.369, 1171.002, 1.476, 0.640, 0.406, 0.082, 1434, 1352, 97, 53, 55, 57, 55, 16.941, 29.442, 12.795, 15.000
18:06:23.369, 1172.002, 1.542, 0.644, 0.438, 0.070, 1460, 1415, 74, 53, 55, 57, 55, 17.250, 28.000, 13.667, 13.000
18:06:24.373, 1173.006, 2.884, 1.390, 0.546, 0.066, 1355, 1906, 64, 53, 55, 57, 55, 21.163, 29.064, 18.512, 14.000
18:06:25.376, 1174.009, 1.408, 0.654, 0.414, 0.064, 1445, 1395, 61, 53, 55, 58, 55, 17.043, 29.293, 13.000, 15.000
18:06:26.378, 1175.011, 1.476, 0.612, 0.412, 0.064, 1511, 1228, 61, 53, 55, 58, 55, 17.494, 30.693, 13.079, 15.000
18:06:27.381, 1176.014, 1.946, 0.702, 0.480, 0.066, 1702, 1359, 66, 53, 55, 57, 55, 18.781, 30.846, 14.760, 16.000
18:06:28.380, 1177.013, 3.086, 1.456, 0.560, 0.060, 1442, 1694, 55, 53, 55, 57, 55, 19.975, 29.648, 16.750, 13.000
18:06:29.367, 1178.000, 1.610, 0.628, 0.398, 0.068, 1396, 1351, 70, 53, 55, 57, 55, 17.320, 27.778, 13.828, 13.000
18:06:30.371, 1179.004, 1.744, 0.788, 0.426, 0.072, 1383, 1464, 82, 53, 55, 57, 55, 18.182, 29.000, 14.594, 13.000
18:06:31.374, 1180.007, 1.476, 0.654, 0.412, 0.068, 1421, 1398, 65, 53, 55, 57, 55, 18.023, 28.500, 14.524, 14.000
18:06:32.377, 1181.010, 1.342, 0.654, 0.420, 0.064, 1503, 1259, 59, 53, 55, 58, 55, 17.435, 28.856, 13.621, 15.000
18:06:33.387, 1182.019, 1.542, 0.772, 0.426, 0.068, 1564, 1384, 71, 53, 55, 58, 55, 17.429, 28.571, 13.696, 14.000
18:06:34.384, 1183.017, 1.408, 0.634, 0.400, 0.064, 1523, 1359, 61, 54, 55, 58, 55, 20.603, 29.648, 17.588, 14.000
18:06:35.386, 1184.019, 1.810, 0.758, 0.454, 0.064, 1433, 1359, 59, 53, 55, 58, 55, 16.896, 28.643, 13.000, 13.000
18:06:36.373, 1185.006, 1.810, 0.756, 0.434, 0.066, 1274, 1493, 66, 53, 55, 58, 55, 17.691, 26.633, 14.716, 13.000
18:06:37.379, 1186.012, 1.676, 0.722, 0.428, 0.068, 1364, 1420, 68, 53, 55, 58, 55, 20.797, 28.358, 18.272, 14.000
18:06:38.378, 1187.011, 1.542, 0.700, 0.430, 0.068, 1441, 1312, 72, 53, 55, 58, 55, 17.272, 28.000, 13.689, 14.000
18:06:39.376, 1188.009, 1.676, 0.660, 0.408, 0.072, 1547, 1353, 87, 53, 55, 58, 54, 17.085, 27.273, 13.712, 14.000
18:06:40.376, 1189.009, 2.146, 0.832, 0.440, 0.068, 1368, 1574, 75, 53, 55, 57, 55, 20.375, 29.000, 17.500, 15.000
18:06:41.376, 1190.009, 1.878, 0.758, 0.428, 0.072, 1333, 1620, 81, 53, 55, 58, 55, 17.478, 27.000, 14.309, 13.000
18:06:42.378, 1191.011, 1.676, 0.964, 0.468, 0.064, 1581, 1294, 64, 53, 55, 57, 55, 19.650, 32.836, 15.217, 15.000
18:06:43.370, 1192.003, 1.610, 0.608, 0.408, 0.066, 1449, 1466, 69, 53, 55, 57, 55, 17.897, 26.131, 15.167, 14.000
18:06:44.378, 1193.011, 1.476, 0.676, 0.410, 0.086, 1457, 1408, 98, 53, 55, 57, 55, 17.104, 27.228, 13.689, 15.000
18:06:45.378, 1194.011, 2.280, 0.962, 0.474, 0.064, 1383, 1521, 60, 53, 55, 58, 55, 21.000, 25.628, 19.468, 13.000
18:06:46.369, 1195.002, 1.676, 0.662, 0.426, 0.086, 1463, 1499, 107, 53, 55, 57, 55, 18.946, 34.171, 13.880, 15.000
18:06:47.369, 1196.002, 1.946, 0.748, 0.466, 0.066, 1443, 1420, 60, 53, 55, 57, 55, 21.625, 42.500, 14.667, 17.000
18:06:48.377, 1197.010, 1.676, 0.732, 0.418, 0.068, 1435, 1434, 69, 53, 55, 57, 55, 20.621, 26.500, 18.678, 14.000
18:06:49.383, 1198.016, 2.684, 1.238, 0.508, 0.068, 1427, 1593, 76, 53, 55, 57, 55, 19.500, 28.218, 16.555, 12.000
18:06:50.361, 1198.994, 1.408, 0.594, 0.396, 0.070, 1529, 1342, 73, 53, 55, 58, 55, 18.170, 29.082, 14.552, 13.000
18:06:51.374, 1200.007, 1.810, 0.698, 0.430, 0.074, 1629, 1302, 87, 53, 55, 58, 55, 17.531, 29.703, 13.487, 14.000
18:06:52.369, 1201.002, 1.342, 0.594, 0.412, 0.070, 1558, 1364, 73, 53, 55, 57, 55, 18.821, 28.500, 15.578, 13.000
18:06:53.378, 1202.011, 1.542, 0.688, 0.408, 0.068, 1475, 1388, 67, 53, 55, 57, 55, 19.530, 28.218, 16.639, 13.000
18:06:54.378, 1203.011, 1.342, 0.662, 0.414, 0.066, 1487, 1380, 67, 53, 55, 57, 55, 19.674, 29.648, 16.361, 13.000
18:06:55.379, 1204.012, 1.676, 0.770, 0.426, 0.076, 1380, 1525, 89, 53, 55, 57, 55, 18.262, 28.141, 14.958, 13.000
18:06:56.372, 1205.005, 1.946, 0.772, 0.440, 0.068, 1408, 1492, 67, 53, 55, 57, 55, 19.576, 30.846, 15.807, 15.000
18:06:57.381, 1206.014, 1.476, 0.696, 0.420, 0.064, 1480, 1417, 62, 53, 55, 57, 55, 16.875, 27.136, 13.478, 14.000
18:06:58.383, 1207.016, 3.220, 1.406, 0.608, 0.058, 1708, 1814, 53, 53, 55, 57, 55, 20.497, 29.703, 17.413, 13.000
18:06:59.362, 1207.995, 1.810, 0.656, 0.434, 0.068, 1402, 1504, 58, 53, 55, 58, 55, 17.617, 27.041, 14.503, 13.000
18:07:00.373, 1209.006, 3.288, 1.406, 0.598, 0.064, 1370, 1864, 58, 53, 55, 57, 55, 20.471, 28.079, 17.910, 13.000
18:07:01.369, 1210.002, 1.610, 0.636, 0.408, 0.066, 1418, 1484, 59, 53, 55, 58, 55, 17.254, 29.442, 13.233, 15.000
18:07:02.370, 1211.003, 1.946, 0.902, 0.460, 0.072, 1289, 1719, 73, 53, 55, 57, 55, 18.610, 27.723, 15.563, 13.000
18:07:03.368, 1212.001, 1.542, 0.610, 0.408, 0.072, 1400, 1327, 85, 53, 55, 57, 55, 17.272, 28.358, 13.545, 15.000
18:07:04.368, 1213.001, 1.476, 0.634, 0.406, 0.066, 1387, 1382, 61, 53, 55, 57, 55, 17.064, 26.768, 13.856, 13.000
18:07:05.378, 1214.011, 2.550, 1.390, 0.506, 0.064, 1773, 1434, 62, 53, 55, 57, 55, 20.025, 31.683, 16.145, 13.000
18:07:06.363, 1214.996, 1.542, 0.654, 0.418, 0.066, 1347, 1504, 60, 53, 55, 58, 55, 18.217, 26.904, 15.306, 14.000
18:07:07.372, 1216.005, 1.676, 0.644, 0.412, 0.072, 1477, 1265, 68, 53, 55, 57, 55, 17.553, 26.238, 14.662, 13.000
18:07:08.373, 1217.006, 1.476, 0.658, 0.410, 0.078, 1447, 1480, 86, 53, 55, 57, 55, 18.306, 29.353, 14.618, 15.000
18:07:09.361, 1217.994, 1.476, 0.604, 0.412, 0.068, 1443, 1361, 69, 53, 55, 57, 55, 16.984, 28.283, 13.198, 15.000
18:07:10.381, 1219.014, 2.012, 0.800, 0.474, 0.074, 1429, 1425, 82, 53, 55, 57, 55, 17.993, 29.412, 14.192, 13.000
18:07:11.372, 1220.005, 1.610, 0.726, 0.416, 0.068, 1369, 1535, 68, 53, 55, 58, 55, 20.733, 27.411, 18.519, 13.000
18:07:12.368, 1221.001, 1.206, 0.620, 0.430, 0.064, 1485, 1359, 64, 53, 55, 58, 55, 16.896, 29.353, 12.709, 13.000
18:07:13.368, 1222.001, 1.542, 0.778, 0.418, 0.080, 1341, 1733, 88, 53, 55, 57, 55, 18.296, 26.633, 15.526, 15.000
18:07:14.378, 1223.011, 3.556, 1.306, 0.682, 0.060, 1184, 2167, 54, 53, 55, 58, 55, 17.923, 22.388, 16.447, 13.000
18:07:15.378, 1224.011, 2.414, 0.994, 0.518, 0.062, 1302, 1995, 58, 53, 55, 58, 54, 20.050, 27.500, 17.559, 13.000
18:07:16.371, 1225.004, 1.744, 0.650, 0.410, 0.070, 1433, 1390, 79, 53, 55, 58, 55, 16.625, 27.778, 12.919, 13.000
18:07:17.374, 1226.007, 2.012, 0.642, 0.472, 0.074, 1711, 1348, 83, 53, 55, 57, 55, 20.823, 42.786, 13.478, 15.000
18:07:18.385, 1227.018, 2.818, 1.580, 0.494, 0.070, 1501, 1598, 72, 53, 55, 57, 54, 21.208, 30.049, 18.257, 14.000
18:07:19.370, 1228.003, 2.214, 0.652, 0.438, 0.080, 1269, 1507, 88, 53, 55, 58, 54, 16.158, 22.959, 13.898, 12.000
18:07:20.379, 1229.012, 3.018, 1.464, 0.556, 0.066, 1539, 1653, 68, 53, 55, 57, 55, 20.617, 30.198, 17.434, 14.000
18:07:21.367, 1230.000, 1.676, 0.658, 0.410, 0.074, 1274, 1496, 73, 53, 55, 58, 55, 17.707, 24.873, 15.306, 13.000
18:07:22.370, 1231.003, 1.342, 0.564, 0.402, 0.068, 1501, 1235, 61, 53, 55, 57, 54, 17.516, 29.851, 13.411, 13.000
18:07:23.380, 1232.013, 1.744, 0.764, 0.436, 0.072, 1629, 1405, 77, 52, 55, 58, 54, 17.203, 28.218, 13.531, 14.000
18:07:24.371, 1233.004, 4.092, 1.968, 0.652, 0.058, 1514, 2112, 53, 53, 55, 57, 54, 21.690, 28.643, 19.360, 14.000
18:07:25.371, 1234.004, 1.476, 0.628, 0.404, 0.068, 1438, 1375, 72, 53, 55, 58, 55, 17.272, 29.500, 13.189, 14.000
18:07:26.373, 1235.006, 1.542, 0.658, 0.406, 0.072, 1673, 1279, 81, 53, 55, 57, 55, 17.391, 30.348, 13.079, 14.000
18:07:27.377, 1236.010, 1.342, 0.654, 0.418, 0.068, 1699, 1256, 76, 53, 55, 58, 54, 17.186, 29.353, 13.123, 15.000
18:07:28.372, 1237.005, 1.744, 0.714, 0.436, 0.070, 1375, 1514, 70, 52, 55, 57, 55, 18.365, 29.146, 14.765, 13.000
18:07:29.379, 1238.012, 1.476, 0.700, 0.424, 0.064, 1459, 1467, 61, 52, 55, 57, 55, 17.289, 28.358, 13.599, 14.000
18:07:30.378, 1239.011, 1.476, 0.664, 0.412, 0.068, 1470, 1297, 70, 52, 55, 57, 54, 17.397, 27.273, 14.143, 13.000
